ACID,name,link,shop_name,price,operation,level,frequency,purify,Type,CWType,horse,Function,apply_space,Featured,condition,Set_type,apply_house,duct_form,brand,wind_position,NO_drainage,min_height,cost,user_preference,CommentCountStr,AverageScore,GoodCountStr,GeneralCountStr,PoorCountStr,GoodRate
100016943563,华凌KFR-35GW/N8HL1,//item.jd.com/100016943563.html,华凌京东自营官方旗舰店,1899.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁,#,#,#,#,#,#,华凌,#,#,#,#,舒适风,50万+,5,50万+,700+,2000+,0.99
100015491508,格力KFR-26GW/NhGc3B,//item.jd.com/100015491508.html,格力京东自营官方旗舰店,2219.00,键控/遥控,三级能效,变频,除菌,壁挂式,冷暖,大1匹,自清洁，独立除湿,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,500万+,5,183万+,8700+,2.1万+,0.98
100090314830,TCLKFR-35GW/RV2Ea+B1,//item.jd.com/100090314830.html,TCL京东自营官方旗舰店,1899.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,TCL,#,#,#,#,#,50万+,5,32万+,700+,1500+,0.99
10068482151561,奥克斯（AUX）KFR-33GW/BpR3PQK16(B1),//item.jd.com/10068482151561.html,奥克斯星火专卖店,1710.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁，静音设计,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,1.2万+,40+,100+,0.98
100041625567,华凌KFR-35GW/N8HE1Pro,//item.jd.com/100041625567.html,华凌京东自营官方旗舰店,2099.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁,#,#,#,#,#,#,华凌,#,#,#,#,舒适风,50万+,5,56万+,1000+,2700+,0.99
69826611550,TCLKFR-51LW/JV2Ma+B3,//item.jd.com/69826611550.html,云创电器专营店,2879.00,#,#,变频,#,立柜式,冷暖,#,#,#,#,#,#,#,#,TCL,#,#,#,#,#,500+,5,300+,0,4,0.98
10109166445380,MIDEA美的美的KFR-32GW/N8KS1-3,//item.jd.com/10109166445380.html,美宁空调电器店,1928.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,2.5匹,#,#,#,#,#,#,#,#,#,#,#,#,#,0,5,0,0,0,1.0
10051442091008,美的（Midea）KFR-26GW/N8KS1-1,//item.jd.com/10051442091008.html,美的空调旗舰店,2099.00,键控/遥控，APP操控,一级能效,变频,抗菌，除菌,壁挂式,冷暖,大1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,2万+,5,2.1万+,20+,80+,0.99
10102970743462,DENBIG空调挂机 冷暖空调 1.5匹一级能效变频变频挂式家用除湿卧室节能巨省电 酷省电 以旧换新 1匹 套装 单冷 【适用15O内】 自行安装,//item.jd.com/10102970743462.html,登比 DENBIG空调旗舰店,869.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,静音设计，独立除湿,#,#,#,#,#,#,登比 DENBIG,#,#,#,#,#,1000+,5,200+,5,10+,0.92
10100225797661,欧品 OPING2,//item.jd.com/10100225797661.html,欧喃电器店,1557.22,键控/遥控,一级能效,定频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,欧品 OPING,#,#,#,#,#,500+,5,100+,3,2,0.97
100068257096,华凌KFR-26GW/N8HA1Ⅱ,//item.jd.com/100068257096.html,华凌京东自营官方旗舰店,1769.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1匹,智能调节，自清洁，静音设计,#,#,#,#,#,#,华凌,#,#,#,#,#,5万+,5,3.1万+,30+,70+,0.99
10047267795884,长虹（CHANGHONG）KFR-26GW/ZDHQW1+R1,//item.jd.com/10047267795884.html,长虹官方旗舰店,1599.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,大1匹,智能调节，自清洁,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,5000+,5,4400+,9,30+,0.99
10103190054443,CHANGCHENG【一级能效】空调1.5匹空调挂机 舒适节能省电壁挂式出租房 卧室 客厅 冷暖空调 大1匹 一级能效 冷暖【包安装】,//item.jd.com/10103190054443.html,纳帅生活电器专营店,1559.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,500+,5,100+,4,1,0.97
100085810564,康佳KFR-72LW/TVC1,//item.jd.com/100085810564.html,康佳京东自营官方旗舰店,3499.00,键控/遥控，APP操控,一级能效,变频,抗菌，除菌,立柜式,冷暖,3匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,康佳（KONKA）,#,#,#,#,净化除菌，舒适风,5万+,5,3.6万+,100+,400+,0.98
100027085436,TCLKFRd-51LW/D-JD11Bp(B1),//item.jd.com/100027085436.html,TCL京东自营官方旗舰店,3199.00,键控/遥控,一级能效,变频,抗菌,立柜式,冷暖,2匹,电辅加热，自清洁，独立除湿,#,#,#,#,#,#,TCL,#,#,#,#,#,20万+,5,18万+,300+,900+,0.99
10106286605684,东宝空调挂机 新能效 节能省电除湿 自清洁  变频壁挂式家用出租房卧室宿舍壁挂式空调 大1.5匹 一级能效 强劲冷暖节能变频【JD安装】 无安装服务,//item.jd.com/10106286605684.html,东宝空调官方旗舰店,1249.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,1000+,5,500+,4,8,0.98
10102590837618,哲初1,//item.jd.com/10102590837618.html,柔卡手机配件专营店,500.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,小1匹,#,#,#,#,#,#,#,哲初,#,#,#,#,#,62,5,6,0,0,1.0
10106286605682,东宝空调挂机 新能效 节能省电除湿 自清洁  变频壁挂式家用出租房卧室宿舍壁挂式空调 1匹 一级能效 急速制冷 节能变频【全铜管】 无安装服务,//item.jd.com/10106286605682.html,东宝空调官方旗舰店,999.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,1000+,5,500+,4,8,0.98
10099224623380,月兔KFR-35GW/FG(5),//item.jd.com/10099224623380.html,月兔空调旗舰店,1399.00,键控/遥控,五级能效,定频,抗菌，银离子抗菌滤网,壁挂式,单冷,大1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,月兔,#,#,#,#,#,500+,5,100+,0,0,1.0
10096384220423,申花（SHENHUA）KFRd-36GW/F4-2SH(BpR1),//item.jd.com/10096384220423.html,申花空调旗舰店,1148.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,1万+,5,3200+,40+,100+,0.94
10103152808134,OPING空调挂机大1.5匹冷暖变频壁挂式新风节能定频大风量客厅主卧适用节能省电出租宿舍 1匹 一级能效 单冷全铜管【不含安装】,//item.jd.com/10103152808134.html,久预电器专营店,1099.00,键控/遥控,一级能效,定频,除PM2.5，除甲醛，除菌,壁挂式,单冷,大1.5匹,智能调节，独立除湿，可拆洗,#,#,#,#,#,#,欧品 OPING,#,#,#,#,#,200+,5,100+,0,9,0.94
10073002980044,统帅（Leader）KFR-50GW/18MDA81TU1,//item.jd.com/10073002980044.html,Leader空调旗舰店,2769.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,2匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,统帅（Leader）,#,#,#,#,#,1万+,5,6700+,20+,40+,0.98
100052717427,小米KFR-72GW/D1A2,//item.jd.com/100052717427.html,小米京东自营旗舰店,3999.00,APP操控,二级能效,变频,无,壁挂式,冷暖,3匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,10万+,5,8.5万+,200+,500+,0.99
10103271681932,ZHIZHAHUAXIANGJI【一级能效】冷暖空调出租屋家用空调卧室冷单冷挂机大风量节能省电强劲制冷卧室壁挂式 大1匹 冷暖 铜管【上门安装】,//item.jd.com/10103271681932.html,糯面空调专营店,1599.00,键控/遥控,一级能效,定频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,ZHIZHAHUAXIANGJI,#,#,#,#,#,1000+,5,200+,1,9,0.96
100125903266,格力KFR-26GW/(26504)FNhAa-B1,//item.jd.com/100125903266.html,格力空调京东自营官方旗舰店,2399.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,52,5,40+,0,0,1.0
100056200833,小米KFR-50GW/N2A1,//item.jd.com/100056200833.html,小米京东自营旗舰店,2699.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,2匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,10万+,5,8.5万+,200+,500+,0.99
100033834908,统帅KFR-35GW/83@T-Xc,//item.jd.com/100033834908.html,海尔京东自营旗舰店,1849.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁，独立除湿,#,#,#,#,#,#,统帅（Leader）,#,#,#,#,#,20万+,5,13万+,200+,400+,0.99
100120551464,格力KFR-26GW/(26504)FNhAa-B1,//item.jd.com/100120551464.html,格力京东自营官方旗舰店,2399.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,5万+,5,1.4万+,70+,200+,0.98
10101905409830,oping空调大 1.5匹单冷暖变频空调挂机 节能省电低噪 家用大风量壁挂式快速制冷一键除湿自清 大1.5匹 套装 单冷全铜管【上门安装】,//item.jd.com/10101905409830.html,杉锦电器专营店,1649.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,大1.5匹,#,#,#,#,#,#,#,欧品（oping）,#,#,#,#,#,500+,5,100+,4,10,0.91
100041691424,格力KFR-26GW/NhGd1B,//item.jd.com/100041691424.html,格力京东自营官方旗舰店,2469.00,键控/遥控,一级能效,变频,除菌,壁挂式,冷暖,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,500万+,5,183万+,8700+,2.1万+,0.98
10077966060618,奥克斯（AUX）KFR-35GW/BpR3AQF19(B1),//item.jd.com/10077966060618.html,奥克斯空调优选旗舰店,1810.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,1万+,5,6100+,10+,20+,0.99
10101905409831,oping空调大 1.5匹单冷暖变频空调挂机 节能省电低噪 家用大风量壁挂式快速制冷一键除湿自清 大1.5匹 套装 冷暖全铜管【不含安装】,//item.jd.com/10101905409831.html,杉锦电器专营店,1599.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,大1.5匹,#,#,#,#,#,#,#,欧品（oping）,#,#,#,#,#,500+,5,100+,4,10,0.91
10095357364842,华蒜KFR-72LW/BpR3HSQK15(B1),//item.jd.com/10095357364842.html,华蒜旗舰店,2999.00,键控/遥控,一级能效,变频,抗菌，除菌，银离子抗菌滤网,立柜式,冷暖,大2匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,1000+,5,600+,3,10+,0.97
10103748156437,东宝大1.5匹空调挂机 新能效一级变频节能省电除湿壁挂式家用出租房卧室宿舍壁挂式空调 1匹 一级能效 急速制冷 节能变频【六年质保】 送货入户【不提供安装】,//item.jd.com/10103748156437.html,东宝空调官方旗舰店,999.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,200+,5,50+,2,0,0.96
100028171752,海信KFR-50LW/A190-X3,//item.jd.com/100028171752.html,海信京东自营旗舰店,2849.00,键控/遥控，APP操控,三级能效,变频,抗菌,立柜式,冷暖,大2匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,海信（Hisense）,#,#,#,#,舒适风,10万+,5,9.5万+,100+,300+,0.99
10087224311631,三菱（Mitsubishi）KFRd-26GW/Bp-LZA(B1),//item.jd.com/10087224311631.html,三菱重工空调旗舰店,2199.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1匹,智能调节，静音设计，独立除湿,#,#,#,#,#,#,三菱（Mitsubishi）,#,#,#,#,#,2000+,5,800+,1,5,0.99
10067439099522,格力（GREE）KFR-26GW/NhGd1B,//item.jd.com/10067439099522.html,格力官方旗舰店,2499.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,5万+,5,1.2万+,100+,400+,0.95
10109166445368,MIDEA美的美的KFR-32GW/N8KS1-3,//item.jd.com/10109166445368.html,美宁空调电器店,1488.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,2.5匹,#,#,#,#,#,#,#,#,#,#,#,#,#,0,5,0,0,0,1.0
10107017258403,长城【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机大风量节能省电 大1匹 一级能效 冷暖 上门安装,//item.jd.com/10107017258403.html,长城电器旗舰店,1279.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,大1匹,#,#,#,#,#,#,#,长城,#,#,#,#,#,1000+,4,200+,7,60+,0.79
10095292054367,华蒜KFR-26GW/BpR3HSQK15(B1),//item.jd.com/10095292054367.html,华蒜空调旗舰店,1499.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,大1匹,自清洁,#,#,#,#,#,#,华蒜,#,#,#,#,#,1000+,5,300+,5,10+,0.95
10109166455715,MIDEA美的美的KFR-32GW/N8KS1-3,//item.jd.com/10109166455715.html,美宁空调电器店,1718.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,2.5匹,#,#,#,#,#,#,#,#,#,#,#,#,#,0,5,0,0,0,1.0
10090411309540,先锋（SINGFUN）KFRd-36GW/A1+15BP1a ,//item.jd.com/10090411309540.html,先锋空调旗舰店,1499.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,大1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,先锋（SINGFUN）,#,#,#,#,#,1万+,5,4600+,10+,50+,0.98
100057836102,长虹KFR-51GW/ZDTCW2+R3,//item.jd.com/100057836102.html,长虹空调京东自营旗舰店,2199.00,键控/遥控，APP操控,三级能效,变频,银离子抗菌滤网,壁挂式,冷暖,大2匹,自清洁,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,20万+,5,14万+,300+,800+,0.99
10103949611378,夏新KFR-26GW/AMEW-(BP)-1,//item.jd.com/10103949611378.html,夏新空调旗舰店,1599.00,键控/遥控,一级能效,变频,无，除菌，VP-过滤网,壁挂式,单冷,大1匹,静音设计，独立除湿,#,#,#,#,#,#,夏新,#,#,#,#,#,200+,5,200+,0,0,1.0
100090314830,TCLKFR-35GW/RV2Ea+B1,//item.jd.com/100090314830.html,TCL京东自营官方旗舰店,1899.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,TCL,#,#,#,#,#,50万+,5,32万+,700+,1500+,0.99
10102450511377,CHANGCHENG【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机节能省电壁挂式 大1匹 一级能效 单冷 不含安装(全国联保十年),//item.jd.com/10102450511377.html,宸智家用电器专营店,1219.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,大1匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,1000+,5,300+,4,5,0.97
100109711834,京灿KFR-72LW/BpR3JDQA(B1),//item.jd.com/100109711834.html,京灿空调京东自营旗舰店,3899.00,键控/遥控,一级能效,变频,#,立柜式,冷暖,3匹,自清洁,#,#,#,#,#,#,京灿,#,#,#,#,舒适风,92,5,30+,0,0,1.0
100053343003,TCLKFR-72GW/JQ2Ea+B3,//item.jd.com/100053343003.html,TCL京东自营官方旗舰店,3699.00,键控/遥控,三级能效,变频,除菌,壁挂式,冷暖,3匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,TCL,#,#,#,#,#,50万+,5,47万+,1100+,2600+,0.99
43814482479,海尔（Haier）KFR-35GW/81@U1-Kd,//item.jd.com/43814482479.html,海尔海旺专卖店,1799.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,1万+,5,6900+,10+,30+,0.99
10028097610840,美博（MBO）KFRD-35GW/C8-N5,//item.jd.com/10028097610840.html,MBO美博官方旗舰店,1599.00,键控/遥控,五级能效,定频,抗菌，VP-过滤网，银离子抗菌滤网,壁挂式,冷暖,1匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,5000+,5,600+,10,20+,0.95
100085341969,科龙KFR-33GW/QJ1-X1,//item.jd.com/100085341969.html,科龙空调京东自营旗舰店,1819.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,科龙（KELON）,#,#,#,#,#,20万+,5,25万+,600+,1200+,0.99
10106286605685,东宝空调挂机 新能效 节能省电除湿 自清洁  变频壁挂式家用出租房卧室宿舍壁挂式空调 1匹 五级能效 急速制冷【全铜管】 无安装服务,//item.jd.com/10106286605685.html,东宝空调官方旗舰店,798.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,1000+,5,500+,4,8,0.98
10103748156433,东宝大1.5匹空调挂机 新能效一级变频节能省电除湿壁挂式家用出租房卧室宿舍壁挂式空调 1匹 五级能效 急速制冷【六年质保】 送货入户【不提供安装】,//item.jd.com/10103748156433.html,东宝空调官方旗舰店,799.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,200+,5,50+,2,0,0.96
10107155130739,OPING空调挂机大1.5匹冷暖变频壁挂式新风节能定频大风量客厅主卧适用节能省电出租宿舍 大1.5匹 一级能效 单冷全铜管【不含安装】,//item.jd.com/10107155130739.html,久预电器专营店,1478.02,键控/遥控,一级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,欧品 OPING,#,#,#,#,#,200+,5,100+,0,9,0.94
10080232693783,美博（MBO）KFRD-35GW/C8-N5,//item.jd.com/10080232693783.html,MBO美博官方旗舰店,1399.00,键控/遥控,五级能效,定频,除甲醛，抗菌,壁挂式,单冷,1匹,自清洁，静音设计，可拆洗,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,5000+,5,600+,10,20+,0.95
10058985927238,新科（Shinco）KFRd-35GW/BpNXCA+1,//item.jd.com/10058985927238.html,新科空调旗舰店,1349.00,键控/遥控,五级能效,定频,VP-过滤网,壁挂式,单冷,大1匹,独立除湿，可拆洗,#,#,#,#,#,#,新科（Shinco）,#,#,#,#,#,2000+,5,2600+,3,7,0.99
100090789535,奥克斯KFR-35GW/BpR3AQS1(B3),//item.jd.com/100090789535.html,奥克斯空调京东自营旗舰店,1550.00,键控/遥控,三级能效,变频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,50万+,5,25万+,300+,300+,0.99
10103748156435,东宝大1.5匹空调挂机 新能效一级变频节能省电除湿壁挂式家用出租房卧室宿舍壁挂式空调 大1.5匹 五级能效 急速制冷【六年质保】 送货入户【不提供安装】,//item.jd.com/10103748156435.html,东宝空调官方旗舰店,1049.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,200+,5,50+,2,0,0.96
10103715248872,【一级变频】空调挂机冷暖家用1P单冷1.5匹2p卧室壁挂式节能定频 大1.5匹 五级能效 单冷-含安装,//item.jd.com/10103715248872.html,云旗冰洗电器经营部,1236.00,#,五级能效,定频,#,壁挂式,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,100+,4,30+,2,10,0.76
100052537585,长虹KFR-51LW/ZDTTW2+R3,//item.jd.com/100052537585.html,长虹空调京东自营旗舰店,3099.00,键控/遥控，APP操控,三级能效,变频,无,立柜式,冷暖,大2匹,智能调节,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,10万+,5,10万+,100+,400+,0.99
10095292054368,华蒜KFR-26GW/BpR3HSQK15(B1),//item.jd.com/10095292054368.html,华蒜空调旗舰店,1595.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,大1.5匹,自清洁,#,#,#,#,#,#,华蒜,#,#,#,#,#,1000+,5,300+,5,10+,0.95
100029189037,松下CS-JM35K210/CU-ZY35K210,//item.jd.com/100029189037.html,松下电器（panasonic）空调京东自营旗舰店,3398.00,键控/遥控，APP操控,一级能效,变频,抗菌,壁挂式,冷暖,1.5匹,智能调节，自清洁，可拆洗,#,#,#,#,#,#,松下（Panasonic）,#,#,#,#,#,2万+,5,2.3万+,100+,200+,0.98
100101939508,米家KFR-35GW/S1A1,//item.jd.com/100101939508.html,京东电器合肥自营旗舰店,#,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁,#,#,#,#,#,#,米家,#,#,#,#,#,1万+,5,3200+,10+,70+,0.97
100100407875,长虹KFR-72LW/ZDTYW2+R1,//item.jd.com/100100407875.html,长虹空调京东自营旗舰店,4299.00,键控/遥控,一级能效,变频,#,立柜式,冷暖,大3匹,#,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,16,5,7,0,0,1.0
10096565965938,奥克斯（AUX）KFR-35GW/BpR3AQE1(B1),//item.jd.com/10096565965938.html,奥克斯空调旗舰店,1749.00,键控/遥控,一级能效,变频,银离子抗菌滤网,壁挂式,冷暖,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,9700+,10+,50+,0.99
10105156728429,HISENSEKY-30/A-F,//item.jd.com/10105156728429.html,京优选品电器小店,1599.00,#,三级能效,变频,#,#,单冷,#,#,#,#,#,#,#,#,HISENSE,#,#,#,#,#,200+,5,60+,2,1,0.95
100029578288,华凌KFR-72LW/N8HB1A,//item.jd.com/100029578288.html,华凌京东自营官方旗舰店,4199.00,键控/遥控，APP操控,一级能效,变频,无,立柜式,冷暖,3匹,智能调节，自清洁,#,#,#,#,#,#,华凌,#,#,#,#,舒适风,10万+,5,9.8万+,100+,300+,0.99
10107670367991,三菱（Mitsubishi）KFR-26GW/LZAFD(B1)Bp,//item.jd.com/10107670367991.html,PanaosnIc空调经营部,1420.02,#,一级能效,定频,#,壁挂式,冷暖,#,#,#,#,#,#,#,#,三菱（Mitsubishi）,#,#,#,#,#,11,5,6,0,0,1.0
10097156808001,长虹（CHANGHONG）KFR-35GW/ZDCSW1+R1,//item.jd.com/10097156808001.html,长虹空调官方旗舰店,1899.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，电辅加热，自清洁,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,1000+,5,600+,2,6,0.98
65140024212,奥克斯（AUX）KFR-72LW/BpR3PYA1(B2),//item.jd.com/65140024212.html,奥克斯空调智选旗舰店,1610.00,键控/遥控,三级能效,变频,除菌,壁挂式,冷暖,1匹,自清洁,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,5万+,5,2.8万+,90+,200+,0.98
10026206699399,奥克斯（AUX）KFR-33GW/BpR3PQK16(B1),//item.jd.com/10026206699399.html,奥克斯星火专卖店,1810.00,键控/遥控,一级能效,变频,除菌,壁挂式,冷暖,1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,1.1万+,20+,90+,0.98
10109166418256,MIDEA美的美的KFR-32GW/N8KS1-3,//item.jd.com/10109166418256.html,美宁空调电器店,1718.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,2.5匹,#,#,#,#,#,#,#,#,#,#,#,#,#,0,5,0,0,0,1.0
100026673928,海尔KFR-35GW/01KGC81U1,//item.jd.com/100026673928.html,海尔京东自营旗舰店,2299.00,键控/遥控，APP操控,一级能效,变频,抗菌，除菌,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,净化除菌，舒适风,50万+,5,39万+,700+,1400+,0.99
100093963667,长虹KFR-26GW/ZDCSW1+R1,//item.jd.com/100093963667.html,长虹空调京东自营旗舰店,1699.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,20万+,5,14万+,300+,800+,0.99
10102970743469,DENBIG空调挂机 冷暖空调 1.5匹一级能效变频变频挂式家用除湿卧室节能巨省电 酷省电 以旧换新 大1.5匹 套装 冷暖【适用25O内】 包含JD基础安装,//item.jd.com/10102970743469.html,登比 DENBIG空调旗舰店,1349.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,大1.5匹,静音设计，独立除湿,#,#,#,#,#,#,登比 DENBIG,#,#,#,#,#,1000+,5,200+,5,10+,0.92
10063837703476,华凌KFR-35GW/N8HE1,//item.jd.com/10063837703476.html,华凌空调旗舰店,1799.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，静音设计，独立除湿,#,#,#,#,#,#,华凌,#,#,#,#,#,2万+,5,1.8万+,30+,90+,0.99
10096740891944,奥克斯（AUX）KFR-R26GW/BpR3AQF19(B3),//item.jd.com/10096740891944.html,奥克斯频跃专卖店,1710.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,1万+,30+,70+,0.98
