ACID,name,link,shop_name,price,operation,level,frequency,purify,Type,CWType,horse,Function,apply_space,Featured,condition,Set_type,apply_house,duct_form,brand,wind_position,NO_drainage,min_height,cost,user_preference,CommentCountStr,AverageScore,GoodCountStr,GeneralCountStr,PoorCountStr,GoodRate
10088724760943,奥克斯（AUX）KFR-33GW/BpR3PQK16(B1),//item.jd.com/10088724760943.html,奥克斯星火专卖店,1710.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1匹,无风感,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,1.2万+,40+,100+,0.98
10103355250034,东宝空调挂机 新能效 节能省电除湿 自清洁  变频壁挂式家用出租房卧室宿舍壁挂式空调 大1.5匹 五级能效 急速制冷【全铜管】 送货入户 上门安装,//item.jd.com/10103355250034.html,东宝空调官方旗舰店,1199.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,1000+,5,500+,4,8,0.98
10102450511388,CHANGCHENG【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机节能省电壁挂式 大1.5匹 一级能效 冷暖 上门安装(全国联保十年),//item.jd.com/10102450511388.html,宸智家用电器专营店,1699.00,键控/遥控,一级能效,定频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,1000+,5,300+,4,5,0.97
10102417417122,AMCOR1.5匹一级能效变频,//item.jd.com/10102417417122.html,AMCOR电器旗舰店,969.00,键控/遥控,五级能效,定频,除PM2.5，除甲醛，除菌,壁挂式,单冷,大1匹,智能调节，新风，独立除湿,#,#,#,#,#,#,AMCOR,#,#,#,#,#,67,5,10+,0,1,0.92
10102327151326,夏新KF-26GW/AMKL,//item.jd.com/10102327151326.html,夏新空调旗舰店,1298.00,键控/遥控,五级能效,定频,无，VP-过滤网,壁挂式,冷暖,大1匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,夏新,#,#,#,#,#,2000+,5,700+,5,20+,0.96
10103171354867,OPING空调挂机大1.5匹冷暖变频壁挂式新风节能定频大风量客厅主卧适用节能省电出租宿舍 大1.5匹 套装 单冷全铜管【上门安装】,//item.jd.com/10103171354867.html,久预空调专营店,1649.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,大1.5匹,#,#,#,#,#,#,#,欧品;OPING,#,#,#,#,#,100+,5,100+,0,1,0.99
10101905409829,oping空调大 1.5匹单冷暖变频空调挂机 节能省电低噪 家用大风量壁挂式快速制冷一键除湿自清 大1.5匹 单冷全铜管【不含安装】,//item.jd.com/10101905409829.html,杉锦电器专营店,1479.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,大1.5匹,#,#,#,#,#,#,#,欧品（oping）,#,#,#,#,#,500+,5,100+,4,10,0.91
10107643194501,AMCOR空调1.5匹变频冷暖一级能效空调挂机 酷省电壁挂式卧室新风空调 客厅空调酷静冷暖空调 独立除湿 大1.5匹 一级能效 【冷暖变频】限购【全铜管】 JD基础安装,//item.jd.com/10107643194501.html,佳音电器专营店,1398.00,键控/遥控,一级能效,变频,除PM2.5，除甲醛，除菌,壁挂式,冷暖,大1.5匹,智能调节，新风，独立除湿,#,#,#,#,#,#,AMCOR,#,#,#,#,#,100+,5,60+,0,2,0.97
10098114550110,DAlKE戴克C款,//item.jd.com/10098114550110.html,DAlKE戴克巨人福专卖店,1049.00,键控/遥控,三级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,DAlKE戴克,#,#,#,#,#,500+,5,200+,2,10+,0.93
10101459020873,CHANGCHENG【一级能效】空调1.5匹空调挂机 舒适节能省电壁挂式出租房 卧室 客厅 冷暖空调 1匹 一级能效 单冷【自行安装】,//item.jd.com/10101459020873.html,纳帅生活电器专营店,1089.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,500+,5,100+,4,1,0.97
100093929163,美的KFR-35GW/N8MXC1-J1,//item.jd.com/100093929163.html,美的京东自营官方旗舰店,2599.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,100万+,5,98万+,1300+,3400+,0.99
10108849122229,奥克斯（AUX）KFR-35GWBpR3AQG29(B1),//item.jd.com/10108849122229.html,智会家用电器小店,1479.00,#,一级能效,变频,#,壁挂式,单冷,#,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,66,5,60+,0,0,1.0
10102970743466,DENBIG空调挂机 冷暖空调 1.5匹一级能效变频变频挂式家用除湿卧室节能巨省电 酷省电 以旧换新 大1匹 套装 冷暖【适用20O内】 自行安装,//item.jd.com/10102970743466.html,登比 DENBIG空调旗舰店,1099.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,大1匹,静音设计，独立除湿,#,#,#,#,#,#,登比 DENBIG,#,#,#,#,#,1000+,5,200+,5,10+,0.92
10102450511374,CHANGCHENG【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机节能省电壁挂式 1匹 一级能效 单冷 上门安装(全国联保十年),//item.jd.com/10102450511374.html,宸智家用电器专营店,1239.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,1000+,5,300+,4,5,0.97
10095357364843,华蒜KFR-72LW/BpR3HSQK15(B1),//item.jd.com/10095357364843.html,华蒜旗舰店,3749.00,键控/遥控,一级能效,变频,抗菌，除菌，银离子抗菌滤网,立柜式,冷暖,大3匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,1000+,5,600+,3,10+,0.97
100052537589,长虹KFR-72LW/ZDTTW2+R3,//item.jd.com/100052537589.html,长虹空调京东自营旗舰店,3499.00,键控/遥控，APP操控,三级能效,变频,无,立柜式,冷暖,大3匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,10万+,5,10万+,100+,400+,0.99
10105985947439,KBN【上门安装】空调挂机单冷暖新风空调家用卧室出租房壁挂式空调节能省电新能效 1匹 一级能效 单冷【不含安装】,//item.jd.com/10105985947439.html,顾奢电器专营店,1099.00,键控/遥控,一级能效,变频,VP-过滤网,壁挂式,冷暖,1.5匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,KBN,#,#,#,#,#,1000+,5,100+,1,10+,0.93
100040314565,华凌KFR-50GW/N8HL1,//item.jd.com/100040314565.html,华凌京东自营官方旗舰店,2799.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,2匹,智能调节，自清洁,#,#,#,#,#,#,华凌,#,#,#,#,舒适风,50万+,5,50万+,700+,2000+,0.99
51282541182,奥克斯（AUX）KFR-33GW/BpR3PQK16(B1),//item.jd.com/51282541182.html,奥克斯天誉成专卖店,1610.00,键控/遥控,三级能效,变频,抗菌，除菌，银离子抗菌滤网,壁挂式,冷暖,1匹,自清洁，独立除湿,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,1.1万+,60+,100+,0.98
10098114625320,DAlKE戴克C款,//item.jd.com/10098114625320.html,DAlKE戴克巨人福专卖店,1330.00,键控/遥控,三级能效,定频,#,壁挂式,单冷,1.5匹,#,#,#,#,#,#,#,DAlKE戴克,#,#,#,#,#,500+,5,200+,2,10+,0.93
10102327151323,夏新KF-26GW/AMKL,//item.jd.com/10102327151323.html,夏新空调旗舰店,899.00,键控/遥控,五级能效,定频,无，VP-过滤网,壁挂式,单冷,1匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,夏新,#,#,#,#,#,2000+,5,700+,5,20+,0.96
10105985947440,KBN【上门安装】空调挂机单冷暖新风空调家用卧室出租房壁挂式空调节能省电新能效 1匹 一级能效 单冷【上门安装】,//item.jd.com/10105985947440.html,顾奢电器专营店,1289.00,键控/遥控,一级能效,变频,VP-过滤网,壁挂式,冷暖,1.5匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,KBN,#,#,#,#,#,1000+,5,100+,1,10+,0.93
100022884333,统帅KFR-35GW/02XCA81TU1,//item.jd.com/100022884333.html,海尔京东自营旗舰店,1799.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁,#,#,#,#,#,#,统帅（Leader）,#,#,#,#,#,20万+,5,13万+,200+,400+,0.99
69826611550,TCLKFR-51LW/JV2Ma+B3,//item.jd.com/69826611550.html,云创电器专营店,2879.00,#,#,变频,#,立柜式,冷暖,#,#,#,#,#,#,#,#,TCL,#,#,#,#,#,500+,5,300+,0,4,0.98
10102970743462,DENBIG空调挂机 冷暖空调 1.5匹一级能效变频变频挂式家用除湿卧室节能巨省电 酷省电 以旧换新 1匹 套装 单冷 【适用15O内】 自行安装,//item.jd.com/10102970743462.html,登比 DENBIG空调旗舰店,869.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,静音设计，独立除湿,#,#,#,#,#,#,登比 DENBIG,#,#,#,#,#,1000+,5,200+,5,10+,0.92
100089634785,美的KFR-72LW/N8KS1-3P,//item.jd.com/100089634785.html,美的京东自营官方旗舰店,4099.00,键控/遥控，APP操控,三级能效,变频,除菌,立柜式,冷暖,3匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,舒适风,100万+,5,89万+,900+,2200+,0.99
10095350286681,华蒜KFR-26GW/BpR3HSQK15(B3),//item.jd.com/10095350286681.html,华蒜旗舰店,1649.00,键控/遥控,三级能效,变频,抗菌，除菌，银离子抗菌滤网,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,200+,5,200+,0,1,0.99
100058688521,月兔KF-25GW/FG(5)A,//item.jd.com/100058688521.html,月兔空调京喜专区,1199.00,键控/遥控,五级能效,定频,除菌,壁挂式,单冷,1匹,智能调节，自清洁，静音设计,#,#,#,#,#,#,月兔（YUETU）,#,#,#,#,#,5000+,4,800+,20+,100+,0.86
10033491810531,申花（SHENHUA）KFRd-35GW/A9-2SH(B5),//item.jd.com/10033491810531.html,申花空调旗舰店,1398.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁，独立除湿,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,20万+,5,9万+,1200+,4500+,0.94
10108611880252,元知1,//item.jd.com/10108611880252.html,佑黎卖场店,531.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,元知,#,#,#,#,#,1,5,1,0,0,1.0
10107643194505,AMCOR空调1.5匹变频冷暖一级能效空调挂机 酷省电壁挂式卧室新风空调 客厅空调酷静冷暖空调 独立除湿 大1匹 套装 单冷【全铜管】 JD基础安装,//item.jd.com/10107643194505.html,佳音电器专营店,969.00,键控/遥控,五级能效,定频,除PM2.5，除甲醛，除菌,壁挂式,单冷,大1匹,智能调节，新风，独立除湿,#,#,#,#,#,#,AMCOR,#,#,#,#,#,100+,5,60+,0,2,0.97
10103152808136,OPING空调挂机大1.5匹冷暖变频壁挂式新风节能定频大风量客厅主卧适用节能省电出租宿舍 大1.5匹 一级能效 冷暖全铜管【上门安装】,//item.jd.com/10103152808136.html,久预电器专营店,1724.02,键控/遥控,一级能效,定频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,欧品 OPING,#,#,#,#,#,200+,5,100+,0,9,0.94
10067196650945,志高（CHIGO）空调挂机,//item.jd.com/10067196650945.html,志高爱默生专卖店,1869.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,大1匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,志高（CHIGO）,#,#,#,#,#,1万+,5,9400+,5,10+,0.99
10096787551980,TCLKFR-35GW/RT2Ea+B1,//item.jd.com/10096787551980.html,TCL官方旗舰店,2299.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,TCL,#,#,#,#,#,1000+,5,1000+,1,1,0.99
10099363084484,美的（Midea）KFR-51LW/N8KS1-1P,//item.jd.com/10099363084484.html,美的空调旗舰店,5599.00,键控/遥控，APP操控,一级能效,变频,#,立柜式,冷暖,3匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,1000+,5,1100+,1,2,0.99
47623079170,奥克斯（AUX）KFR-72LW/BpR3PYA1(B2),//item.jd.com/47623079170.html,奥克斯空调智选旗舰店,1810.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,1万+,5,6700+,20+,80+,0.98
10099224623385,月兔KFR-35GW/FG(5),//item.jd.com/10099224623385.html,月兔空调旗舰店,1488.00,键控/遥控,五级能效,定频,抗菌，银离子抗菌滤网,壁挂式,冷暖,大1.5匹,电辅加热，自清洁，独立除湿,#,#,#,#,#,#,月兔,#,#,#,#,#,500+,5,100+,0,0,1.0
66462798893,荣事达（Royalstar）KF-25GW-RACL10+B5,//item.jd.com/66462798893.html,荣事达空调专卖店,1299.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,大1.5匹,独立除湿,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,10万+,5,1.7万+,400+,800+,0.92
10051555245070,长虹（CHANGHONG）KFR-35GW/ZDAYW1+R3,//item.jd.com/10051555245070.html,长虹空调官方旗舰店,1849.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁，静音设计,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,1000+,5,700+,1,5,0.99
100096683537,格力KFR-26GW/NhGe1B,//item.jd.com/100096683537.html,格力空调京东自营官方旗舰店,2469.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,5000+,5,1800+,10+,90+,0.94
10106286605687,东宝空调挂机 新能效 节能省电除湿 自清洁  变频壁挂式家用出租房卧室宿舍壁挂式空调 大1.5匹 五级能效 急速制冷【全铜管】 无安装服务,//item.jd.com/10106286605687.html,东宝空调官方旗舰店,1049.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,1000+,5,500+,4,8,0.98
10072555397548,申花KFRd35GW/A921DB,//item.jd.com/10072555397548.html,酷达（宁波）电器专营店,899.00,键控/遥控,五级能效,定频,抗菌，除菌,壁挂式,单冷,1匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,申花,#,#,#,#,#,2000+,5,1400+,10+,50+,0.95
10095356275877,华蒜KFR-51LW/BpR3HSQK15(B3),//item.jd.com/10095356275877.html,华蒜旗舰店,2649.00,键控/遥控,三级能效,变频,抗菌，除菌，银离子抗菌滤网,立柜式,冷暖,大2匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,500+,5,100+,1,3,0.98
10102450511376,CHANGCHENG【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机节能省电壁挂式 大1匹 一级能效 单冷 上门安装(全国联保十年),//item.jd.com/10102450511376.html,宸智家用电器专营店,1399.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,大1匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,1000+,5,300+,4,5,0.97
100018413778,TCLKFRd-26GW/D-STA11Bp(B1),//item.jd.com/100018413778.html,TCL京东自营官方旗舰店,1799.00,键控/遥控，APP操控,一级能效,变频,抗菌,壁挂式,冷暖,大1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,TCL,#,#,#,#,舒适风,50万+,5,32万+,700+,1500+,0.99
10102327151325,夏新KF-26GW/AMKL,//item.jd.com/10102327151325.html,夏新空调旗舰店,1388.00,键控/遥控,一级能效,变频,抗菌，除菌，VP-过滤网,壁挂式,单冷,大1匹,自清洁，静音设计，可拆洗,#,#,#,#,#,#,夏新,#,#,#,#,#,2000+,5,700+,5,20+,0.96
100100281648,奥克斯KFR-72LW/BpR3GQS1(B1),//item.jd.com/100100281648.html,奥克斯空调京东自营旗舰店,4599.00,键控/遥控,一级能效,变频,#,立柜式,冷暖,3匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,5万+,5,4万+,40+,60+,0.99
10028097610839,美博（MBO）KFRD-35GW/C8-N5,//item.jd.com/10028097610839.html,MBO美博官方旗舰店,1499.00,键控/遥控,五级能效,定频,抗菌，除菌，VP-过滤网,壁挂式,单冷,1匹,智能调节，静音设计，可拆洗,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,5000+,5,600+,10,20+,0.95
10028102207907,美博（MBO）KFRD-35GW/C8-N5,//item.jd.com/10028102207907.html,MBO美博官方旗舰店,1599.00,键控/遥控,五级能效,定频,银离子抗菌滤网,壁挂式,单冷,大1匹,自清洁，静音设计，可拆洗,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,5000+,5,600+,10,20+,0.95
10107614047502,美的（Midea） KFR-35GW/N8XHC1Ⅱ,//item.jd.com/10107614047502.html,美的中投专卖店,2299.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，可拆洗,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,200+,5,200+,0,0,1.0
100049834951,小米KFR-26GW/N1A3,//item.jd.com/100049834951.html,小米京东自营旗舰店,1799.00,键控/遥控，APP操控,三级能效,变频,无,壁挂式,冷暖,大1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,100万+,5,79万+,1400+,3900+,0.99
10103747067132,东宝KFRd-72LW/H2-5aDB(BpR1),//item.jd.com/10103747067132.html,东宝空调官方旗舰店,3198.00,键控/遥控,一级能效,变频,#,立柜式,冷暖,大3匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,东宝,#,#,#,#,#,200+,5,80+,0,1,0.98
10025925789242,奥克斯（AUX）KFR-R26GW/BpR3AQF19(B3),//item.jd.com/10025925789242.html,奥克斯频跃专卖店,1810.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,1万+,30+,70+,0.98
100048121431,奥克斯KFR-26GW/BpR3AQF19(B1),//item.jd.com/100048121431.html,奥克斯京喜旗舰店,1699.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,奥克斯,#,#,#,#,#,5000+,5,2000+,10+,30+,0.97
10042623177470,小米（MI）KFR-35GW/S,//item.jd.com/10042623177470.html,小米鸿驰专卖店,1999.00,键控/遥控，APP操控,一级能效,变频,抗菌,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,5000+,5,2700+,20+,70+,0.96
10067292852697,华凌KFR-35GW/N8HE1Pro,//item.jd.com/10067292852697.html,华凌官方旗舰店,2099.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,华凌,#,#,#,#,#,10万+,5,6.3万+,100+,200+,0.99
10105985947450,KBN【上门安装】空调挂机单冷暖新风空调家用卧室出租房壁挂式空调节能省电新能效 大1.5匹 一级能效 冷暖【上门安装】,//item.jd.com/10105985947450.html,顾奢电器专营店,1699.00,键控/遥控,一级能效,变频,VP-过滤网,壁挂式,冷暖,1.5匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,KBN,#,#,#,#,#,1000+,5,100+,1,10+,0.93
10023277563533,长虹（CHANGHONG）KFR-35GW/ZDTCW1+R1,//item.jd.com/10023277563533.html,长虹空调官方旗舰店,1899.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，静音设计,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,5000+,5,3600+,10+,20+,0.99
10103748156434,东宝大1.5匹空调挂机 新能效一级变频节能省电除湿壁挂式家用出租房卧室宿舍壁挂式空调 1匹 五级能效 强劲冷暖【六年质保】 送货入户【不提供安装】,//item.jd.com/10103748156434.html,东宝空调官方旗舰店,1049.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,200+,5,50+,2,0,0.96
10093655604276,kminiKFR-35GW5M5A-D,//item.jd.com/10093655604276.html,KMINI空调旗舰店,500.00,键控/遥控,#,定频,除甲醛，抗菌，除菌,壁挂式,单冷,#,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,kmini,#,#,#,#,#,100+,5,0,0,0,1.0
10048759552302,美博（MBO）KFRD-35GW/C8-N5,//item.jd.com/10048759552302.html,MBO美博官方旗舰店,1949.00,键控/遥控,一级能效,变频,除菌，VP-过滤网，银离子抗菌滤网,壁挂式,冷暖,1.5匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,5000+,5,600+,10,20+,0.95
10095759985447,华蒜KFR-50GW/BpR3HSQK15(B3),//item.jd.com/10095759985447.html,华蒜家电套装旗舰店,1499.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,500+,5,300+,1,5,0.98
100092980451,奥克斯KFR-46GW/BpR3AQK1(B1),//item.jd.com/100092980451.html,奥克斯空调京东自营旗舰店,3199.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,2匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,1000+,5,800+,1,3,0.99
100102827166,美的KFR-35GW/N8MXC1A,//item.jd.com/100102827166.html,美的空调京东自营官方旗舰店,3299.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1.5匹,自清洁,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,5000+,5,5000+,5,10+,0.99
10101105904375,美的（Midea）KFR-26GW/N8KS1-1,//item.jd.com/10101105904375.html,美的空调旗舰店,2149.00,键控/遥控，APP操控,三级能效,变频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,2万+,5,2.1万+,20+,80+,0.99
10107017258409,长城【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机大风量节能省电 大1.5匹 一级能效 冷暖 上门安装,//item.jd.com/10107017258409.html,长城电器旗舰店,1369.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,大1.5匹,#,#,#,#,#,#,#,长城,#,#,#,#,#,1000+,4,200+,7,60+,0.79
10102450511383,CHANGCHENG【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机节能省电壁挂式 1匹 一级能效 冷暖 不含安装(全国联保十年),//item.jd.com/10102450511383.html,宸智家用电器专营店,1319.00,键控/遥控,一级能效,定频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,1000+,5,300+,4,5,0.97
10057170960782,申花（SHENHUA）KFRd-35GW/A9-2SH(B5),//item.jd.com/10057170960782.html,申花空调旗舰店,1198.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1.5匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,20万+,5,9万+,1200+,4500+,0.94
10053662569556,SANSUI山水空调,//item.jd.com/10053662569556.html,优源汇专营店,1148.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,独立除湿，可拆洗,#,#,#,#,#,#,SANSUI,#,#,#,#,#,5000+,5,3100+,20+,100+,0.96
10096361532878,米家KFR-26GW/S1A1,//item.jd.com/10096361532878.html,京东五星电器官方旗舰店,1899.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,米家,#,#,#,#,#,500+,5,200+,0,2,0.99
10099224623384,月兔KFR-35GW/FG(5),//item.jd.com/10099224623384.html,月兔空调旗舰店,1399.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,大1匹,电辅加热，自清洁，独立除湿,#,#,#,#,#,#,月兔,#,#,#,#,#,500+,5,100+,0,0,1.0
70904384668,美的（Midea）KFR-51LW/N8MFB3,//item.jd.com/70904384668.html,美的集团官方旗舰店,4999.00,键控/遥控,三级能效,变频,抗菌，除菌,立柜式,冷暖,3匹,智能调节，自清洁，可拆洗,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,1万+,5,8700+,10+,30+,0.99
10105156728432,HISENSEKY-30/A-F,//item.jd.com/10105156728432.html,京优选品电器小店,959.00,#,三级能效,定频,#,#,单冷,#,#,#,#,#,#,#,#,HISENSE,#,#,#,#,#,200+,5,60+,2,1,0.95
10046159138309,MBOKFRD-25G/A8-N5,//item.jd.com/10046159138309.html,一紫电器专营店,1749.00,键控/遥控,五级能效,定频,无,壁挂式,冷暖,1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,MBO,#,#,#,#,#,500+,5,200+,3,10+,0.92
10096384220424,申花（SHENHUA）KFRd-36GW/F4-2SH(BpR1),//item.jd.com/10096384220424.html,申花空调旗舰店,999.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,1万+,5,3200+,40+,100+,0.94
10096008376357,华蒜KFR-35GW/BpR3HSQK15(B1),//item.jd.com/10096008376357.html,华蒜旗舰店,1699.00,键控/遥控,一级能效,变频,抗菌，除菌，银离子抗菌滤网,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,500+,5,300+,4,7,0.96
10076495208288,格力（GREE）KFR-35GW/NhGc1B,//item.jd.com/10076495208288.html,格力官方旗舰店,2249.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,20万+,5,7.5万+,700+,2100+,0.96
27145754026,畅欣窗式空调1匹1.5匹窗机窗口式一体机单冷型2匹3匹窗机空调窗台式移动免安装小空调机房小型设备吊车  小1匹单冷遥控3-8平米,//item.jd.com/27145754026.html,畅欣官方旗舰店,880.00,键控/遥控,一级能效,定频,VP-过滤网,壁挂式,单冷,1匹,独立除湿,#,#,#,#,#,#,畅欣,#,#,#,#,#,2000+,5,700+,20+,10+,0.95
